Local Date, Local Time, Day Type ID, NTIS Link Number, Road, Carriageway, NTIS Link Description, NTIS Model Version, Link Length, Start Node Coordinates, End Node Coordinates, Total Traffic Flow, Profile Traffic Flow, Traffic Flow %value1, Traffic Flow %value2, Traffic Flow %value3, Traffic Flow %value4, Flow Quality, Fused Travel Time, Profile Travel Time, Fused Average Speed, Quality Index
2015-04-18,12:59:52,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1095,,80.00,14.00,3.00,3.00,13,59.07,,111.71,13
2015-04-18,13:14:45,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1142,,79.00,16.00,3.00,2.00,13,60.14,,109.07,13
2015-04-18,13:29:39,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1106,,79.00,16.00,3.00,2.00,13,60.93,,107.73,13
2015-04-18,13:44:47,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1051,,81.00,15.00,2.00,2.00,14,62.47,,105.40,14
2015-04-18,13:59:28,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1038,,80.00,16.00,2.00,2.00,13,59.71,,109.93,13
2015-04-18,14:13:48,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1001,,79.00,16.00,3.00,2.00,12,61.93,,105.73,12
2015-04-18,14:29:55,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1058,,79.00,16.00,3.00,2.00,14,62.13,,105.63,14
2015-04-18,14:44:34,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1132,,78.00,16.00,3.00,3.00,11,63.46,,103.54,11
2015-04-18,14:58:38,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,981,,81.00,14.00,3.00,2.00,11,64.25,,102.33,11
2015-04-18,15:14:51,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,969,,82.00,14.00,2.00,2.00,14,70.50,,93.36,14
2015-04-18,15:29:02,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,918,,79.00,16.00,3.00,2.00,10,65.00,,101.45,10
2015-04-18,15:44:15,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1005,,80.00,15.00,3.00,2.00,11,59.86,,110.50,11
2015-04-18,15:59:33,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,991,,79.00,15.00,3.00,3.00,13,62.08,,106.46,13
2015-04-18,16:14:21,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1003,,80.00,15.00,2.00,3.00,13,58.38,,112.38,13
2015-04-18,16:28:33,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1045,,80.00,16.00,2.00,2.00,11,62.00,,106.00,11
2015-04-18,16:44:23,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,984,,79.00,17.00,2.00,2.00,12,58.50,,112.00,12
2015-04-18,16:59:35,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,950,,79.00,16.00,2.00,3.00,11,60.67,,108.33,11
2015-04-18,17:14:47,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1047,,81.00,16.00,2.00,1.00,11,60.79,,108.14,11
2015-04-18,17:29:50,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1030,,81.00,15.00,2.00,2.00,10,60.36,,108.82,10
2015-04-18,17:44:51,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,993,,80.00,15.00,3.00,2.00,12,59.23,,111.23,12
2015-04-18,17:59:15,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1065,,80.00,16.00,2.00,2.00,14,61.00,,107.57,14
2015-04-18,18:13:56,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,939,,81.00,15.00,2.00,2.00,11,60.42,,108.50,11
2015-04-18,18:29:07,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,945,,80.00,16.00,2.00,2.00,12,58.77,,111.85,12
2015-04-18,18:43:54,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,954,,80.00,15.00,2.00,3.00,10,59.33,,110.67,10
2015-04-18,18:59:20,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,872,,79.00,16.00,3.00,2.00,11,57.85,,113.77,11
2015-04-18,19:13:55,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,829,,77.00,18.00,2.00,3.00,13,59.71,,110.00,13
2015-04-18,19:29:01,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,777,,81.00,16.00,1.00,2.00,14,57.93,,113.57,14
2015-04-18,19:44:38,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,710,,79.00,16.00,2.00,3.00,12,57.36,,114.64,12
2015-04-18,19:59:28,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,622,,80.00,16.00,2.00,2.00,13,60.31,,109.62,13
2015-04-18,20:14:30,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,601,,80.00,16.00,2.00,2.00,14,59.33,,110.80,14
2015-04-18,20:29:20,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,569,,80.00,15.00,2.00,3.00,13,58.00,,113.43,13
2015-04-18,20:44:44,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,583,,80.00,17.00,2.00,1.00,13,58.60,,112.07,13
2015-04-18,20:59:05,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,493,,81.00,14.00,2.00,3.00,12,60.46,,108.38,12
2015-04-18,21:14:14,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,501,,80.00,16.00,1.00,3.00,11,61.29,,107.07,11
2015-04-18,21:29:59,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,445,,81.00,14.00,3.00,2.00,13,62.50,,105.29,13
2015-04-18,21:44:19,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,391,,79.00,16.00,2.00,3.00,12,59.25,,110.58,12
2015-04-18,21:59:45,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,345,,79.00,15.00,3.00,3.00,14,60.21,,108.93,14
2015-04-18,22:14:07,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,339,,81.00,14.00,2.00,3.00,12,58.83,,111.42,12
2015-04-18,22:28:43,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,358,,80.00,14.00,3.00,3.00,13,59.15,,110.85,13
2015-04-18,22:44:30,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,324,,80.00,13.00,3.00,4.00,12,56.54,,116.46,12
2015-04-18,22:58:53,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,290,,80.00,12.00,3.00,5.00,13,58.15,,113.08,13
2015-04-18,23:14:26,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,271,,83.00,12.00,2.00,3.00,13,61.43,,106.93,13
2015-04-18,23:29:45,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,263,,79.00,15.00,3.00,3.00,13,57.60,,114.13,13
2015-04-18,23:44:50,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,271,,76.00,15.00,4.00,5.00,13,59.29,,110.43,13
2015-04-18,23:59:56,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,255,,75.00,16.00,3.00,6.00,12,59.08,,110.92,12
2015-04-19,00:14:36,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,245,,73.00,17.00,4.00,6.00,13,59.36,,110.29,13
2015-04-19,00:29:43,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,208,,78.00,13.00,3.00,6.00,14,59.29,,110.43,14
2015-04-19,00:44:47,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,230,,75.00,14.00,5.00,6.00,12,64.21,,102.43,12
2015-04-19,00:59:11,5,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,179,,70.00,19.00,2.00,9.00,11,61.64,,106.55,11
2015-04-19,01:14:27,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,175,45,78.00,16.00,4.00,2.00,14,59.71,62.00,109.86,14
2015-04-19,01:29:28,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,143,45,72.00,15.00,6.00,7.00,15,59.27,62.00,110.60,15
2015-04-19,01:44:50,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,128,45,73.00,17.00,3.00,7.00,14,59.25,61.67,110.56,14
2015-04-19,01:59:16,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,111,35,60.00,17.00,5.00,18.00,13,60.07,60.33,109.21,13
2015-04-19,02:14:59,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,104,30,70.00,13.00,6.00,11.00,14,58.67,59.00,111.80,14
2015-04-19,02:29:34,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,85,30,57.00,18.00,8.00,17.00,13,60.53,58.67,108.33,13
2015-04-19,02:43:44,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,76,30,67.00,14.00,5.00,14.00,14,62.21,59.67,105.64,14
2015-04-19,02:59:30,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,73,30,65.00,8.00,3.00,24.00,14,59.93,59.67,109.36,14
2015-04-19,03:14:49,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,74,30,63.00,13.00,3.00,21.00,15,62.00,60.33,105.80,15
2015-04-19,03:29:54,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,81,30,54.00,14.00,7.00,25.00,13,64.93,62.00,101.50,13
2015-04-19,03:44:23,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,76,30,64.00,17.00,9.00,10.00,13,61.21,62.67,107.36,13
2015-04-19,03:59:50,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,94,30,68.00,13.00,4.00,15.00,14,60.93,64.00,107.93,14
2015-04-19,04:14:41,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,80,25,57.00,18.00,5.00,20.00,14,58.07,62.00,113.14,14
2015-04-19,04:29:12,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,99,15,60.00,18.00,4.00,18.00,13,59.23,61.67,111.15,13
2015-04-19,04:44:22,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,100,15,63.00,17.00,3.00,17.00,13,65.21,60.00,101.00,13
2015-04-19,04:59:57,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,107,15,65.00,17.00,5.00,13.00,9,59.00,60.33,111.00,9
2015-04-19,05:14:57,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,146,30,63.00,17.00,3.00,17.00,11,59.47,60.00,110.47,11
2015-04-19,05:29:28,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,151,30,64.00,23.00,5.00,8.00,11,59.25,61.00,110.83,11
2015-04-19,05:44:55,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,194,30,69.00,20.00,4.00,7.00,13,58.79,61.00,111.93,13
2015-04-19,05:59:42,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,223,30,64.00,24.00,4.00,8.00,14,56.71,60.67,115.86,14
2015-04-19,06:14:34,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,295,30,69.00,20.00,6.00,5.00,13,57.43,59.67,114.14,13
2015-04-19,06:29:41,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,352,30,69.00,21.00,4.00,6.00,9,58.00,58.00,113.22,9
2015-04-19,06:44:26,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,386,70,71.00,21.00,4.00,4.00,12,56.67,58.00,115.75,12
2015-04-19,06:59:41,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,391,140,71.00,20.00,4.00,5.00,14,59.21,58.00,111.29,14
2015-04-19,07:14:35,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,398,225,72.00,20.00,4.00,4.00,13,60.13,58.00,109.33,13
2015-04-19,07:29:23,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,435,315,71.00,19.00,5.00,5.00,15,56.93,58.00,115.47,15
2015-04-19,07:44:32,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,428,375,73.00,21.00,5.00,1.00,15,54.93,58.00,119.53,15
2015-04-19,07:59:18,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,451,405,71.00,20.00,4.00,5.00,14,54.53,58.67,120.60,14
2015-04-19,08:14:16,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,525,410,73.00,19.00,4.00,4.00,15,58.13,59.00,112.93,15
2015-04-19,08:29:21,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,572,420,77.00,18.00,2.00,3.00,12,58.00,58.33,113.46,12
2015-04-19,08:44:51,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,657,435,74.00,20.00,3.00,3.00,15,58.87,58.00,111.47,15
2015-04-19,08:59:56,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,721,450,75.00,18.00,4.00,3.00,14,59.00,57.33,111.21,14
2015-04-19,09:14:03,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,762,500,77.00,17.00,3.00,3.00,12,60.46,60.33,108.77,12
2015-04-19,09:29:01,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,879,570,81.00,14.00,3.00,2.00,12,59.85,62.00,110.08,12
2015-04-19,09:43:39,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,887,645,80.00,15.00,3.00,2.00,11,61.15,62.67,107.38,11
2015-04-19,09:59:26,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,972,735,80.00,16.00,2.00,2.00,12,58.23,64.33,112.69,12
2015-04-19,10:14:21,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,917,800,81.00,15.00,2.00,2.00,12,63.64,60.00,103.29,12
2015-04-19,10:29:14,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1027,855,82.00,14.00,2.00,2.00,11,61.00,58.00,108.23,11
2015-04-19,10:44:47,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1021,905,79.00,16.00,3.00,2.00,14,59.50,58.00,110.07,14
2015-04-19,10:58:35,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1103,960,81.00,15.00,2.00,2.00,11,57.58,57.67,114.42,11
2015-04-19,11:14:42,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1076,1005,78.00,17.00,2.00,3.00,13,58.79,59.00,111.64,13
2015-04-19,11:29:20,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1356,1065,81.00,15.00,1.00,3.00,11,58.58,61.00,111.92,11
2015-04-19,11:44:53,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1272,1125,81.00,14.00,2.00,3.00,11,60.00,62.67,109.29,11
2015-04-19,11:59:58,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1267,1165,82.00,14.00,2.00,2.00,13,61.23,62.00,107.23,13
2015-04-19,12:14:51,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1206,1190,80.00,16.00,2.00,2.00,12,58.00,62.00,113.46,12
2015-04-19,12:29:25,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1228,1215,82.00,14.00,2.00,2.00,12,59.00,60.67,111.33,12
2015-04-19,12:44:33,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1247,1215,82.00,16.00,1.00,1.00,11,59.08,60.00,111.15,11
2015-04-19,12:59:40,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1251,1230,82.00,14.00,2.00,2.00,14,64.64,60.33,102.36,14
2015-04-19,13:14:32,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1184,1215,80.00,16.00,2.00,2.00,15,58.00,60.00,113.13,15
2015-04-19,13:29:19,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1229,1205,82.00,15.00,2.00,1.00,14,57.80,59.33,114.27,14
2015-04-19,13:44:27,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1217,1210,80.00,16.00,2.00,2.00,14,58.14,60.67,113.50,14
2015-04-19,13:59:10,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1126,1185,82.00,14.00,2.00,2.00,12,57.80,61.00,114.07,12
2015-04-19,14:14:00,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1108,1190,81.00,14.00,2.00,3.00,13,61.57,62.00,107.00,13
2015-04-19,14:28:59,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1142,1180,80.00,16.00,2.00,2.00,13,58.40,62.00,113.00,13
2015-04-19,14:35:35,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1243,1155,81.00,15.00,2.00,2.00,6,57.83,61.33,114.17,6
2015-04-19,14:59:57,6,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1182,1145,80.00,16.00,2.00,2.00,5,56.20,60.00,117.20,5
