Local Date, Local Time, Day Type ID, NTIS Link Number, Road, Carriageway, NTIS Link Description, NTIS Model Version, Link Length, Start Node Coordinates, End Node Coordinates, Total Traffic Flow, Profile Traffic Flow, Traffic Flow %value1, Traffic Flow %value2, Traffic Flow %value3, Traffic Flow %value4, Flow Quality, Fused Travel Time, Profile Travel Time, Fused Average Speed, Quality Index
2015-04-01,01:14:27,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,133,,51.00,12.00,7.00,30.00,13,67.31,,97.81,13
2015-04-01,01:29:05,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,128,,46.00,14.00,17.00,23.00,15,65.56,,100.19,15
2015-04-01,01:44:08,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,121,,47.00,12.00,9.00,32.00,14,66.88,,98.50,14
2015-04-01,01:59:20,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,117,,41.00,14.00,7.00,38.00,15,63.94,,102.75,15
2015-04-01,02:14:44,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,120,,36.00,11.00,13.00,40.00,15,64.71,,101.59,15
2015-04-01,02:29:19,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,115,,38.00,10.00,13.00,39.00,15,65.25,,100.88,15
2015-04-01,02:44:19,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,109,,33.00,12.00,11.00,44.00,15,64.25,,102.38,15
2015-04-01,02:59:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,110,,35.00,10.00,10.00,45.00,14,65.93,,100.20,14
2015-04-01,03:14:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,104,,36.00,10.00,16.00,38.00,15,69.38,,94.69,15
2015-04-01,03:29:56,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,111,,48.00,11.00,9.00,32.00,15,65.56,,100.38,15
2015-04-01,03:44:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,125,,40.00,11.00,15.00,34.00,14,64.00,,102.69,14
2015-04-01,03:59:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,113,,40.00,16.00,16.00,28.00,15,63.00,,104.38,15
2015-04-01,04:13:48,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,137,,41.00,13.00,13.00,33.00,14,61.53,,106.87,14
2015-04-01,04:29:17,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,169,,45.00,14.00,11.00,30.00,15,64.31,,102.25,15
2015-04-01,04:44:26,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,201,,48.00,11.00,13.00,28.00,14,61.81,,105.69,14
2015-04-01,04:59:54,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,281,,48.00,14.00,12.00,26.00,14,66.12,,99.41,14
2015-04-01,05:14:30,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,336,,51.00,14.00,12.00,23.00,14,61.86,,107.14,14
2015-04-01,05:29:20,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,491,,54.00,16.00,10.00,20.00,14,61.57,,107.36,14
2015-04-01,05:44:51,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,677,,55.00,18.00,11.00,16.00,14,62.44,,105.56,14
2015-04-01,05:59:29,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,944,,60.00,19.00,9.00,12.00,15,64.40,,102.47,15
2015-04-01,06:14:35,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1485,,63.00,21.00,8.00,8.00,13,64.25,,102.38,13
2015-04-01,06:29:28,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1688,,66.00,21.00,7.00,6.00,15,81.33,,82.53,15
2015-04-01,06:44:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1352,,62.00,21.00,10.00,7.00,14,159.40,,41.93,14
2015-04-01,06:59:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1352,,63.00,21.00,9.00,7.00,13,162.88,,40.94,13
2015-04-01,07:14:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1302,,64.00,18.00,10.00,8.00,13,162.13,,40.80,13
2015-04-01,07:29:29,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1379,,67.00,19.00,7.00,7.00,12,112.44,,59.19,12
2015-04-01,07:44:47,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1287,,65.00,19.00,8.00,8.00,13,141.31,,46.69,13
2015-04-01,07:59:26,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1102,,66.00,18.00,10.00,6.00,11,99.27,,67.80,11
2015-04-01,08:13:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1144,,67.00,16.00,8.00,9.00,10,76.07,,87.53,10
2015-04-01,08:29:10,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1127,,68.00,17.00,8.00,7.00,13,64.63,,102.25,13
2015-04-01,08:44:40,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1136,,69.00,16.00,8.00,7.00,14,62.87,,104.27,14
2015-04-01,08:59:30,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1076,,66.00,17.00,9.00,8.00,13,61.31,,107.13,13
2015-04-01,09:13:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1164,,66.00,18.00,9.00,7.00,14,59.87,,109.73,14
2015-04-01,09:29:33,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1248,,69.00,17.00,7.00,7.00,13,63.75,,103.13,13
2015-04-01,09:42:31,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1265,,68.00,16.00,8.00,8.00,12,61.36,,106.93,12
2015-04-01,09:59:26,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1293,,68.00,17.00,7.00,8.00,10,64.90,,101.20,10
2015-04-01,10:13:45,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1243,,68.00,17.00,7.00,8.00,12,65.75,,99.94,12
2015-04-01,10:29:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1202,,67.00,18.00,8.00,7.00,13,62.94,,104.29,13
2015-04-01,10:44:48,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1220,,65.00,17.00,8.00,10.00,13,61.44,,107.13,13
2015-04-01,10:59:27,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1186,,66.00,17.00,8.00,9.00,11,67.64,,97.29,11
2015-04-01,11:14:34,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1196,,67.00,17.00,7.00,9.00,13,64.12,,102.82,13
2015-04-01,11:29:43,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1131,,66.00,19.00,8.00,7.00,13,63.69,,103.06,13
2015-04-01,11:44:35,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1086,,65.00,18.00,9.00,8.00,14,61.56,,106.75,14
2015-04-01,11:59:46,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1101,,64.00,19.00,8.00,9.00,13,63.93,,102.87,13
2015-04-01,12:14:17,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1083,,67.00,16.00,8.00,9.00,15,64.13,,102.53,15
2015-04-01,12:29:51,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1110,,65.00,18.00,7.00,10.00,14,63.00,,104.75,14
2015-04-01,12:44:32,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1099,,65.00,20.00,7.00,8.00,15,66.13,,99.80,15
2015-04-01,12:59:27,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1086,,67.00,17.00,8.00,8.00,14,59.44,,110.38,14
2015-04-01,13:14:14,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1152,,68.00,18.00,8.00,6.00,15,63.25,,104.06,15
2015-04-01,13:29:41,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1127,,65.00,19.00,8.00,8.00,14,62.82,,104.53,14
2015-04-01,13:44:15,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1130,,67.00,16.00,9.00,8.00,11,61.93,,105.80,11
2015-04-01,13:59:35,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1052,,65.00,18.00,8.00,9.00,14,61.60,,106.80,14
2015-04-01,14:14:11,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1139,,65.00,19.00,9.00,7.00,14,65.81,,100.25,14
2015-04-01,14:29:29,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1112,,64.00,18.00,9.00,9.00,14,63.38,,103.88,14
2015-04-01,14:44:30,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1162,,66.00,19.00,8.00,7.00,12,66.94,,98.19,12
2015-04-01,14:59:01,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1227,,66.00,18.00,9.00,7.00,13,64.20,,102.27,13
2015-04-01,15:14:16,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1260,,68.00,18.00,6.00,8.00,13,62.69,,105.06,13
2015-04-01,15:29:55,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1300,,68.00,19.00,7.00,6.00,14,63.94,,102.81,14
2015-04-01,15:44:48,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1277,,67.00,20.00,6.00,7.00,12,63.50,,103.71,12
2015-04-01,15:59:03,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1285,,69.00,19.00,5.00,7.00,12,62.13,,106.00,12
2015-04-01,16:13:59,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1385,,71.00,18.00,6.00,5.00,14,62.73,,105.13,14
2015-04-01,16:29:02,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1449,,70.00,17.00,6.00,7.00,14,61.50,,106.94,14
2015-04-01,16:44:52,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1403,,70.00,19.00,5.00,6.00,12,63.13,,104.07,12
2015-04-01,16:59:08,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1431,,72.00,18.00,5.00,5.00,13,66.79,,98.71,13
2015-04-01,17:14:17,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1459,,71.00,19.00,5.00,5.00,14,68.07,,96.73,14
2015-04-01,17:29:16,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1004,,75.00,15.00,4.00,6.00,11,217.47,,35.13,11
2015-04-01,17:44:29,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1266,,77.00,14.00,4.00,5.00,11,179.40,,37.67,11
2015-04-01,17:59:39,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1377,,77.00,15.00,4.00,4.00,13,141.27,,47.33,13
2015-04-01,18:14:53,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1420,,77.00,16.00,3.00,4.00,11,81.06,,81.63,11
2015-04-01,18:28:59,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1193,,75.00,17.00,3.00,5.00,13,70.33,,93.60,13
2015-04-01,18:44:46,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1135,,75.00,16.00,4.00,5.00,13,62.19,,105.75,13
2015-04-01,18:59:41,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1117,,73.00,19.00,3.00,5.00,15,59.80,,109.73,15
2015-04-01,19:14:34,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1043,,71.00,18.00,4.00,7.00,15,58.73,,112.07,15
2015-04-01,19:29:45,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,986,,76.00,17.00,3.00,4.00,14,61.38,,107.00,14
2015-04-01,19:44:32,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,900,,75.00,17.00,3.00,5.00,12,60.93,,108.93,12
2015-04-01,19:59:33,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,777,,75.00,16.00,3.00,6.00,12,66.21,,99.43,12
2015-04-01,20:13:48,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,713,,73.00,16.00,4.00,7.00,10,59.07,,111.36,10
2015-04-01,20:29:52,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,640,,75.00,14.00,3.00,8.00,14,59.67,,110.33,14
2015-04-01,20:44:59,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,610,,74.00,14.00,4.00,8.00,14,64.07,,103.13,14
2015-04-01,20:59:41,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,504,,72.00,15.00,3.00,10.00,15,62.31,,106.50,15
2015-04-01,21:14:25,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,509,,71.00,15.00,4.00,10.00,12,65.93,,99.93,12
2015-04-01,21:29:37,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,473,,72.00,14.00,4.00,10.00,15,67.13,,98.19,15
2015-04-01,21:44:25,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,416,,75.00,13.00,3.00,9.00,14,59.88,,109.75,14
2015-04-01,21:58:58,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,393,,73.00,14.00,4.00,9.00,14,64.31,,102.38,14
2015-04-01,22:14:42,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,339,,70.00,14.00,5.00,11.00,15,62.00,,105.88,15
2015-04-01,22:29:23,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,343,,73.00,13.00,3.00,11.00,15,64.27,,102.20,15
2015-04-01,22:44:32,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,318,,70.00,11.00,5.00,14.00,15,63.19,,104.06,15
2015-04-01,22:59:35,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,306,,67.00,13.00,5.00,15.00,15,65.47,,100.71,15
2015-04-01,23:14:37,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,235,,62.00,14.00,6.00,18.00,11,63.00,,104.13,11
2015-04-01,23:29:49,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,225,,59.00,12.00,5.00,24.00,15,67.63,,97.44,15
2015-04-01,23:44:30,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,218,,64.00,15.00,6.00,15.00,15,62.80,,104.13,15
2015-04-01,23:59:58,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,194,,63.00,14.00,5.00,18.00,14,60.41,,108.71,14
2015-04-02,00:14:08,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,146,,56.00,11.00,9.00,24.00,14,62.36,,105.29,14
2015-04-02,00:29:57,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,151,,57.00,18.00,7.00,18.00,13,59.82,,109.47,13
2015-04-02,00:44:47,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,145,,50.00,12.00,13.00,25.00,13,60.69,,108.50,13
2015-04-02,00:59:50,9,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,157,,57.00,13.00,5.00,25.00,15,63.06,,104.12,15
2015-04-02,01:14:57,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,131,,47.00,15.00,9.00,29.00,15,68.13,,96.38,15
2015-04-02,01:29:58,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,117,,40.00,12.00,15.00,33.00,15,64.00,,102.75,15
2015-04-02,01:44:47,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,105,,45.00,13.00,12.00,30.00,14,64.27,,102.20,14
2015-04-02,01:59:46,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,105,,41.00,12.00,6.00,41.00,15,64.00,,102.63,15
2015-04-02,02:14:41,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,97,,33.00,12.00,10.00,45.00,15,60.50,,108.75,15
2015-04-02,02:29:10,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,109,,33.00,12.00,14.00,41.00,14,59.13,,111.69,14
2015-04-02,02:44:46,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,94,,33.00,8.00,11.00,48.00,15,61.06,,107.76,15
2015-04-02,02:59:49,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,90,,36.00,12.00,9.00,43.00,14,64.75,,101.56,14
2015-04-02,03:14:37,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,98,,35.00,11.00,16.00,38.00,12,67.94,,96.75,12
2015-04-02,03:29:20,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,106,,34.00,12.00,9.00,45.00,14,65.50,,100.36,14
2015-04-02,03:44:43,11,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,127,,35.00,13.00,14.00,38.00,15,66.00,,99.88,15
