objectid,pcon16cd,pcon16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
357,E14000886,Pudsey,422501,438013,-1.65954995,53.83789825,54988533.0782053,66423.6946270956
88,E14000617,Cambridge,545420,257901,0.126436,52.20016861,36180576.5610126,41124.9349911793
89,E14000618,Cannock Chase,401261,311553,-1.98276997,52.70166016,78882572.1760971,50127.6145035609
90,E14000619,Canterbury,615361,155814,1.08536196,51.26079178,258204976.470951,121142.661203343
91,E14000620,Carlisle,339781,552314,-2.9396801,54.86196899,211642891.854724,112565.349432745
532,E14001061,York Central,459887,451276,-1.08889997,53.95412827,23483528.2951574,35338.6278920714
533,E14001062,York Outer,461058,457909,-1.06973004,54.0135994,248531287.247016,134738.048556386
92,E14000621,Carshalton and Wallington,528288,163524,-0.15894,51.3563118,25497741.1297996,31792.6799766917
550,S14000017,Dunfermline and West Fife,304851,688767,-3.53045011,56.0821991,240080858.502689,98448.8284238353
551,S14000018,East Dunbartonshire,256840,674119,-4.29350996,55.93872833,85210478.8007656,68620.9430298274
552,S14000019,"East Kilbride, Strathaven and Lesmahagow",268907,644910,-4.08639002,55.67990875,408392178.964172,153210.441703201
553,S14000020,East Lothian,354854,672351,-2.72434998,55.94207001,700937337.991735,199851.975025611
554,S14000021,East Renfrewshire,251929,653115,-4.36059999,55.74868011,174249511.430277,93882.5077775588
93,E14000622,Castle Point,579490,187921,0.58808398,51.56159973,63698510.9391347,45413.9933182774
94,E14000623,Central Devon,272816,92580,-3.80304003,50.7188797,1414941991.54902,302976.612973318
95,E14000624,Central Suffolk and North Ipswich,619438,262142,1.21070504,52.21377945,796226610.178292,198725.564691591
96,E14000625,Charnwood,458723,311183,-1.13252997,52.69517136,171525684.911787,124165.582710569
97,E14000626,Chatham and Aylesford,574815,163047,0.50843298,51.33963013,62320604.5586804,61825.1741991936
98,E14000627,Cheadle,387557,385611,-2.1884501,53.36722946,39372033.4236216,39912.5898370311
99,E14000628,Chelmsford,571558,205432,0.482346,51.7213707,42391775.7531708,37952.6805686494
105,E14000634,Chingford and Woodford Green,538751,192824,0.002733,51.61714172,19051193.6177475,22364.7509628175
106,E14000635,Chippenham,385912,164688,-2.20380998,51.38106155,167622468.849737,94811.5867233611
107,E14000636,Chipping Barnet,525721,194354,-0.18481,51.63394928,34595487.2850173,39945.5844889615
108,E14000637,Chorley,358735,418081,-2.62585998,53.65758896,155203525.035438,78420.0675565244
109,E14000638,Christchurch,412843,100944,-1.81908,50.80789948,109967461.398935,87356.2305693927
110,E14000639,Cities of London and Westminster,528186,180101,-0.15441,51.50531006,17196178.5228771,28969.3016642702
111,E14000640,City of Chester,339234,361923,-2.91006994,53.15097046,133771689.138902,84110.9184676382
112,E14000641,City of Durham,427183,541519,-1.57903004,54.76787186,186683237.342933,100041.214635489
113,E14000642,Clacton,618208,219640,1.16565704,51.83272934,144681779.071412,70333.1610474673
114,E14000643,Cleethorpes,516863,415672,-0.23449001,53.62456894,347192929.561671,159718.190480222
358,E14000887,Putney,523535,174102,-0.22348,51.45243073,13014144.1834038,19113.3758592538
115,E14000644,Colchester,599674,224891,0.90007699,51.8868103,45742152.2848345,34754.1467197871
116,E14000645,Colne Valley,408584,411123,-1.87177002,53.59661865,180371681.537601,74556.2092543962
117,E14000646,Congleton,380524,363233,-2.29276991,53.16587067,211005246.73812,102255.957191191
118,E14000647,Copeland,314472,504227,-3.31978989,54.4262619,1222712831.47118,229393.390307111
119,E14000648,Corby,496882,284831,-0.57574999,52.45286179,553951157.432166,168840.310165935
359,E14000888,Rayleigh and Wickford,584214,192879,0.65875798,51.60461044,118862029.210389,76457.221348175
360,E14000889,Reading East,473252,173539,-0.94709003,51.45610046,27564225.2236491,43947.4241287073
361,E14000890,Reading West,467724,172897,-1.02675998,51.45101166,50850148.7190536,45673.745090087
362,E14000891,Redcar,458878,521567,-1.09047997,54.58589172,78892325.7699239,62038.3961085867
363,E14000892,Redditch,401238,258510,-1.98327994,52.22480011,148642714.377333,90332.362688945
120,E14000649,Coventry North East,436254,281108,-1.46825004,52.42676926,27232319.0171996,28822.279226863
364,E14000893,Reigate,525733,152598,-0.19946,51.25867844,111828888.17395,75590.0700895057
365,E14000894,Ribble Valley,369878,446287,-2.46003008,53.91186142,632762705.315079,181990.675353201
366,E14000895,Richmond (Yorks),412781,495786,-1.80483997,54.35744858,2077783685.86632,369132.005534327
121,E14000650,Coventry North West,430295,281733,-1.55581999,52.4327507,38524210.7638244,32684.5520862492
393,E14000922,"Sheffield, Hallam",426415,388888,-1.60422003,53.3961792,135283943.393003,77637.875020173
394,E14000923,"Sheffield, Heeley",436622,384071,-1.45128,53.35227966,25237953.3647213,29107.2797982988
395,E14000924,Sherwood,460406,358481,-1.09886003,53.12010956,307233137.202618,123874.939779308
396,E14000925,Shipley,412611,439633,-1.80976999,53.85279083,95020668.0368927,81850.727958156
397,E14000926,Shrewsbury and Atcham,346360,307551,-2.79452991,52.66302109,601644758.560589,163684.879307322
122,E14000651,Coventry South,432903,277293,-1.51789999,52.39268875,32882532.1569928,43185.3292994579
123,E14000652,Crawley,526390,137581,-0.19532999,51.12356949,44971206.0150431,38799.7191155808
124,E14000653,Crewe and Nantwich,371379,350813,-2.42844009,53.05381012,136190676.286429,69307.2784198882
125,E14000654,Croydon Central,535759,165277,-0.05104,51.37033081,25660977.8067507,31429.7656401558
398,E14000927,Sittingbourne and Sheppey,587151,164862,0.68629003,51.35200882,284269493.760726,82743.3284480476
399,E14000928,Skipton and Ripon,398261,462236,-2.02805996,54.05607986,2094237694.48925,342920.895620002
400,E14000929,Sleaford and North Hykeham,503640,352930,-0.45484,53.063591,1122371431.30381,208575.218480941
126,E14000655,Croydon North,532366,168762,-0.09846,51.40245056,17548322.6710493,21137.9921348934
414,E14000943,South Ribble,350238,421361,-2.75495005,53.68632889,232764913.190207,110055.058918269
415,E14000944,South Shields,437206,564561,-1.42030001,54.97428131,26186146.3803675,41329.3696778457
416,E14000945,South Staffordshire,389625,306836,-2.15480995,52.65916061,273761942.619997,152768.626424719
417,E14000946,South Suffolk,599988,244681,0.91615701,52.06439972,669471972.809053,200157.119067652
418,E14000947,South Swindon,419067,181604,-1.72650003,51.53302002,123769045.143392,71711.2140048524
419,E14000948,South Thanet,628499,158405,1.27499902,51.27893829,137613431.468902,93113.6785463704
420,E14000949,South West Bedfordshire,498229,221850,-0.57413,51.88656998,126607021.341151,70465.9944509167
421,E14000950,South West Devon,258137,56608,-3.99714994,50.39216995,378533642.782173,157822.577591748
422,E14000951,South West Hertfordshire,499430,208327,-0.56057,51.76480865,173843787.417378,119292.190768194
423,E14000952,South West Norfolk,575310,297872,0.58423197,52.55046844,1312669097.33028,272179.830238496
424,E14000953,South West Surrey,492268,140635,-0.68197,51.15753174,256307299.018877,104220.580680329
425,E14000954,South West Wiltshire,391047,139812,-2.12939,51.15747833,737444050.695855,174405.938227877
127,E14000656,Croydon South,532475,160711,-0.09989,51.3300705,43285139.6336875,39173.7610179918
128,E14000657,Dagenham and Rainham,551634,183167,0.184512,51.52706146,43499804.3366263,47805.0972376675
129,E14000658,Darlington,429096,515409,-1.55189002,54.53313065,30039590.0306106,31527.4332538428
130,E14000659,Dartford,556489,173122,0.24999499,51.43547821,89457043.0842726,70010.3568170677
131,E14000660,Daventry,469194,268437,-0.98648,52.30971146,748417402.33849,216124.599185221
132,E14000661,Denton and Reddish,391356,394907,-2.13161993,53.45085907,25685683.8339246,44069.6633825304
133,E14000662,Derby North,432427,336128,-1.51912999,52.92161179,29508337.8691417,36578.7374796767
134,E14000663,Derby South,436265,333095,-1.46238995,52.89410019,31220661.7986723,31984.1598033124
135,E14000664,Derbyshire Dales,420966,359002,-1.68812001,53.12778854,910858598.103344,251879.715467054
136,E14000665,Devizes,413665,161526,-1.80514002,51.35263824,1023422424.51351,199325.709008771
144,E14000673,Dulwich and West Norwood,532835,172745,-0.09023,51.43812943,14836930.281793,21230.1941084867
197,E14000726,Hammersmith,523262,179604,-0.22549,51.50194168,11455790.1341999,19056.1521230874
145,E14000674,Ealing Central and Acton,519016,181119,-0.28613001,51.51646042,17939427.9250005,24595.6998757519
557,S14000024,Edinburgh South,326643,669657,-3.17516994,55.91437912,28649364.8307904,28949.9192523331
558,S14000025,Edinburgh South West,318312,666474,-3.30746007,55.88444901,90360846.5939155,60330.2445759301
559,S14000026,Edinburgh West,316926,673573,-3.33178997,55.94797134,106209979.984541,72484.9658523581
560,S14000027,Na h-Eileanan an Iar,126473,932862,-6.65721989,58.19937897,3268473536.09431,3724608.74615713
561,S14000028,Falkirk,283492,683752,-3.87127995,56.03242874,181072176.563034,94384.9055190347
146,E14000675,Ealing North,513800,183124,-0.36061999,51.53556061,23266560.0240642,27137.2326133186
147,E14000676,"Ealing, Southall",514022,180335,-0.35832,51.51044083,14338359.5903712,26529.105036078
148,E14000677,Easington,441506,544447,-1.35600996,54.79320908,118731891.040824,69027.8689211536
149,E14000678,East Devon,305686,90923,-3.33714008,50.71025085,342080218.24753,116621.650544641
150,E14000679,East Ham,542702,183073,0.055806,51.52854156,21002734.9060161,27993.5929167982
151,E14000680,East Hampshire,474404,130897,-0.93936998,51.07257843,463614073.330305,124035.343593491
152,E14000681,East Surrey,535127,149673,-0.06601,51.23025131,259431719.028335,89763.8270334783
153,E14000682,East Worthing and Shoreham,516687,106109,-0.34401,50.84273911,57372363.1909437,41943.3015877007
154,E14000683,East Yorkshire,494376,455529,-0.56217003,53.98722076,1056794692.47734,241996.375726844
155,E14000684,Eastbourne,560044,100404,0.26886699,50.7811203,56319162.9942247,41589.6130245922
156,E14000685,Eastleigh,447457,116523,-1.32584,50.94618988,78132208.143473,64741.8312966544
157,E14000686,Eddisbury,355955,357876,-2.6595099,53.11624908,712449906.030564,218982.001542748
158,E14000687,Edmonton,534700,194035,-0.05527,51.62900925,19743099.1441894,23187.3373887431
159,E14000688,Ellesmere Port and Neston,342023,374067,-2.87057996,53.26042938,140879400.996877,77129.5270884229
160,E14000689,Elmet and Rothwell,437927,442179,-1.42463005,53.87445068,246012406.261434,117554.056468616
161,E14000690,Eltham,542694,174625,0.052278,51.45262909,21593215.8129693,27770.6096626207
162,E14000691,Enfield North,533311,198224,-0.07373,51.66698074,37272136.6627706,35174.46548687
163,E14000692,"Enfield, Southgate",529426,196196,-0.13063,51.64966965,25184954.697881,38146.4448188395
164,E14000693,Epping Forest,542999,199636,0.066831,51.67729187,126245735.345997,74606.7252797177
165,E14000694,Epsom and Ewell,520890,161165,-0.26593,51.33673096,51739544.7444124,35598.634641234
166,E14000695,Erewash,446887,337932,-1.30382001,52.93675995,60042970.5606954,58867.7432070121
167,E14000696,Erith and Thamesmead,547906,179127,0.129118,51.49174118,26697173.2125703,25583.6863304382
168,E14000697,Esher and Walton,513123,163563,-0.37661999,51.35987854,80547559.0000308,45303.3854651882
169,E14000698,Exeter,293158,92888,-3.51507998,50.72573853,38092902.1825932,33521.8623023472
170,E14000699,Fareham,455613,106747,-1.21124005,50.8575592,66416214.5904829,53792.9012289701
171,E14000700,Faversham and Mid Kent,589077,153142,0.70771301,51.24610138,390755589.531203,147862.713867881
172,E14000701,Feltham and Heston,510743,174852,-0.40727001,51.46181107,29824703.2309424,38053.2447878028
173,E14000702,Filton and Bradley Stoke,359917,181651,-2.57924008,51.53232956,96776497.2299018,84385.0979081332
174,E14000703,Finchley and Golders Green,525192,189003,-0.19436,51.58597946,20813118.1486858,26654.975564349
175,E14000704,Folkestone and Hythe,610318,138086,1.00282395,51.10348129,442459898.741525,155088.560155323
176,E14000705,Forest of Dean,370366,223233,-2.4321599,51.90684128,619799338.824297,210692.041689233
177,E14000706,Fylde,340582,433974,-2.90356994,53.79867172,191028584.171018,82385.1933524791
178,E14000707,Gainsborough,499314,390326,-0.50774002,53.40044022,1203058396.81585,244073.280020526
179,E14000708,Garston and Halewood,343589,385827,-2.84921002,53.36629868,63656293.2066339,44385.806561904
180,E14000709,Gateshead,426033,561058,-1.59514999,54.94350815,25528219.1515956,29225.5633520948
181,E14000710,Gedling,462238,343793,-1.07431996,52.98788071,38135913.960826,43875.5124623962
182,E14000711,Gillingham and Rainham,580021,165775,0.584472,51.36251068,41802607.3546406,33147.7211780398
183,E14000712,Gloucester,384048,216342,-2.23295999,51.84545135,37993390.6925909,31935.4115026103
184,E14000713,Gosport,458429,101452,-1.17207003,50.80966949,38961386.3398577,32229.7994228133
185,E14000714,Grantham and Stamford,502953,323566,-0.47439,52.79985046,685708830.822719,168095.229803831
186,E14000715,Gravesham,566969,169115,0.39874399,51.39649963,104958780.065836,59362.023700036
187,E14000716,Great Grimsby,526243,408047,-0.09582,53.55390167,30485056.2210485,31608.0675330714
188,E14000717,Great Yarmouth,646760,315882,1.64949596,52.68439865,182472019.897955,85736.3088996347
189,E14000718,Greenwich and Woolwich,541975,178075,0.043321,51.48381042,19037069.7961587,32106.5511830111
190,E14000719,Guildford,499332,149061,-0.57866001,51.23209,188649727.698913,121108.913613217
191,E14000720,Hackney North and Stoke Newington,533597,186241,-0.07416,51.5592308,9062132.56794771,15694.5479096776
202,E14000731,Harrow East,516589,191686,-0.31759,51.61193848,23709012.4698307,24815.8475599689
192,E14000721,Hackney South and Shoreditch,534514,184214,-0.06172,51.54079819,9986898.11039258,21552.7326470081
193,E14000722,Halesowen and Rowley Regis,396407,285885,-2.05431008,52.47090149,29762006.6917961,37393.3785372709
194,E14000723,Halifax,408844,427072,-1.86739004,53.73997116,57698331.5411613,52881.7949086197
195,E14000724,Haltemprice and Howden,488260,432100,-0.66215003,53.77777863,456767360.308111,149275.468833973
196,E14000725,Halton,350931,385329,-2.73880005,53.36254883,62080407.1356345,45811.7994218164
219,E14000748,High Peak,410474,387660,-1.84397995,53.38568878,540253996.811174,159632.960092736
220,E14000749,Hitchin and Harpenden,517305,222266,-0.29695001,51.88661957,256242989.515663,136017.402770752
198,E14000727,Hampstead and Kilburn,525224,184366,-0.19554999,51.54430008,12754903.3283402,22790.156001248
199,E14000728,Harborough,467129,293798,-1.01169002,52.53792953,204882701.980166,117530.407294473
200,E14000729,Harlow,544823,209764,0.097401,51.7678299,79691447.6166266,74671.4947738844
201,E14000730,Harrogate and Knaresborough,433778,459121,-1.48587,54.02698898,148146996.692285,87615.283756841
234,E14000763,Islington North,530598,186352,-0.11736,51.56092834,7380404.77415015,14387.8480643488
203,E14000732,Harrow West,514330,188003,-0.35139999,51.57929993,17852609.5662908,23061.1002902736
204,E14000733,Hartlepool,447157,531476,-1.27023005,54.67615891,98441691.4013285,65270.2791380099
205,E14000734,Harwich and North Essex,606257,226703,0.99667799,51.90068817,420860729.248463,182457.946903386
206,E14000735,Hastings and Rye,586062,116890,0.64591098,50.9214592,183182720.482479,98332.2123841711
207,E14000736,Havant,471155,107782,-0.99024999,50.8651619,70943785.4656163,51166.1152404697
208,E14000737,Hayes and Harlington,508166,177727,-0.44347,51.48815155,45035133.7403722,36333.5701540257
209,E14000738,Hazel Grove,395593,389164,-2.06773996,53.39928818,58297921.1022248,47386.4520215639
210,E14000739,Hemel Hempstead,503880,211168,-0.49526,51.78953934,104371440.682966,68746.9062806253
211,E14000740,Hemsworth,440578,416338,-1.38769996,53.64199829,149977075.23076,78999.1308486355
212,E14000741,Hendon,521216,191863,-0.25073001,51.61254883,31339719.405409,32568.2835372829
213,E14000742,Henley,461998,194076,-1.10541999,51.6420784,684058786.919495,237675.605571127
214,E14000743,Hereford and South Herefordshire,342784,230969,-2.83435011,51.97423172,724146257.893259,211231.935087208
215,E14000744,Hertford and Stortford,540248,214919,0.033228,51.81531143,156613059.146578,93980.3271716851
216,E14000745,Hertsmere,519774,199352,-0.26899001,51.68016815,101128161.390403,61228.1473718477
217,E14000746,Hexham,390212,567671,-2.15456009,55.00350952,2439584778.17808,360908.821410068
218,E14000747,Heywood and Middleton,385746,412106,-2.21688008,53.60533142,72572078.4113588,57767.7658067561
221,E14000750,Holborn and St Pancras,529119,183943,-0.13957,51.53961945,13193438.2466317,21699.7650226305
222,E14000751,Hornchurch and Upminster,556974,186879,0.26308101,51.55894852,57641669.4021826,49922.8286120544
235,E14000764,Islington South and Finsbury,531411,183491,-0.1067,51.53503036,7476246.54764086,14935.2564632016
236,E14000765,Jarrow,431908,562657,-1.50327003,54.9575386,48550105.597571,42719.295776773
237,E14000766,Keighley,405387,444493,-1.91951001,53.89659119,164438946.04071,81228.4825623629
238,E14000767,Kenilworth and Southam,442375,260518,-1.38082004,52.24124146,620554436.298085,224282.587891816
223,E14000752,Hornsey and Wood Green,529562,189749,-0.13104001,51.59170151,16449739.4096599,22734.2314780433
224,E14000753,Horsham,516728,128429,-0.33627999,51.04336166,344324410.009111,162014.262945896
225,E14000754,Houghton and Sunderland South,436071,550396,-1.43980002,54.84708023,65935005.2052486,43674.490694198
239,E14000768,Kensington,525530,179388,-0.19291,51.49950027,8963530.18136937,19496.3952289938
240,E14000769,Kettering,483866,282852,-0.76773,52.43722916,233489926.043257,100689.54437629
226,E14000755,Hove,526925,107165,-0.1983,50.85007858,24111657.074826,22715.4602518935
227,E14000756,Huddersfield,416063,417801,-1.75841999,53.65647125,47049133.6022654,42853.7924119741
228,E14000757,Huntingdon,518908,268395,-0.25759,52.3008194,334889337.901093,166316.456706243
229,E14000758,Hyndburn,374762,428561,-2.38421988,53.75281143,90263042.7998168,52451.289334994
562,S14000029,Glasgow Central,257847,663263,-4.27169991,55.84157181,21078542.8998757,31462.7273820337
230,E14000759,Ilford North,544659,190971,0.087245,51.59901047,29000857.2787962,29117.931305428
231,E14000760,Ilford South,544661,186984,0.085632,51.56317902,15703158.1977768,20814.379980626
602,W07000050,Cardiff Central,319313,179182,-3.16394997,51.50577927,16838167.0569532,21051.7880498087
232,E14000761,Ipswich,617201,244449,1.16672301,52.05583954,32305267.8029717,32039.7378099565
233,E14000762,Isle of Wight,447186,85950,-1.33361995,50.67129898,394928879.659183,133587.16138098
603,W07000051,Cardiff North,316056,181631,-3.2114501,51.52732086,42650604.5695286,40850.1267235179
604,W07000052,Rhondda,296949,196169,-3.49106002,51.65483093,99900738.3706218,50975.4394054619
605,W07000053,Torfaen,327169,200182,-3.05515003,51.69564056,117603874.988309,81895.4633069034
606,W07000054,Monmouth,337812,209231,-2.90280008,51.77827072,838708235.769756,220885.042349578
607,W07000055,Newport East,338924,188370,-2.88302994,51.59085083,166839808.618239,140159.217059434
608,W07000056,Newport West,328762,186182,-3.02924991,51.56998825,106909078.860874,79882.9836397314
241,E14000770,Kingston and Surbiton,519508,166863,-0.28385001,51.38822937,28367454.8471165,31106.045885713
609,W07000057,Arfon,256909,361593,-4.14025021,53.13225174,436923526.543913,123516.894060276
610,W07000058,Aberconwy,276098,360888,-3.8533299,53.13071823,622726109.302235,174311.001789915
611,W07000059,Clwyd West,297156,361691,-3.53898001,53.14242172,930888764.571728,227330.642830664
612,W07000060,Vale of Clwyd,306235,374013,-3.40691996,53.25482178,224045934.408565,118580.613986932
613,W07000061,Dwyfor Meirionnydd,273979,326158,-3.87144995,52.81819916,2185454996.30186,424378.345115979
614,W07000062,Clwyd South,327082,342911,-3.08743,52.97856903,622810281.500334,205365.266940233
615,W07000063,Montgomeryshire,301718,304472,-3.45350003,52.62908936,2181501552.40692,343869.100540612
616,W07000064,Ceredigion,267126,268437,-3.94993997,52.29795074,1805867358.28284,325627.08546464
617,W07000065,Preseli Pembrokeshire,193261,226426,-5.00630999,51.89794159,1193356080.95803,432977.534661827
618,W07000066,Carmarthen West and South Pembrokeshire,216128,213332,-4.66739988,51.78834915,1058783754.86954,286212.343748749
619,W07000067,Carmarthen East and Dinefwr,262869,228244,-3.99612999,51.9357605,1561226173.66459,308622.871986905
620,W07000068,Brecon and Radnorshire,305328,248413,-3.38434005,52.12588882,3014831339.17388,362766.749433075
621,W07000069,Neath,280613,203826,-3.72972989,51.72040939,265315975.242414,98204.3076039174
622,W07000070,Cynon Valley,297160,203213,-3.49008989,51.71818161,182363753.39951,86570.9412879922
623,W07000071,Merthyr Tydfil and Rhymney,307976,203618,-3.33367991,51.72370148,161919608.397064,74876.3836692602
624,W07000072,Blaenau Gwent,318236,206771,-3.18592,51.75363922,108728053.45247,65601.7335537977
625,W07000073,Bridgend,287202,179713,-3.62662005,51.50505066,89258175.2503596,59629.5274939155
626,W07000074,Ogmore,291741,187410,-3.56361008,51.57513046,202907615.225905,82258.88632629
242,E14000771,Kingston upon Hull East,512460,431504,-0.29528999,53.76776886,32822555.0318836,31022.2206808763
627,W07000075,Pontypridd,307034,185796,-3.34257007,51.56335068,105031890.626098,73148.8868612289
628,W07000076,Caerphilly,316860,188276,-3.2014401,51.58718109,114555894.92581,72272.003207252
629,W07000077,Islwyn,320517,196276,-3.15048003,51.65961838,111992749.701093,65356.2900457085
630,W07000078,Vale of Glamorgan,302293,173083,-3.40741992,51.44826889,321712318.218723,96891.8217579655
631,W07000079,Cardiff West,312437,178939,-3.26293993,51.50257111,50986511.8895301,40522.2382357342
632,W07000080,Cardiff South and Penarth,317979,171824,-3.1814599,51.43944931,56999239.7659871,67138.7236061873
243,E14000772,Kingston upon Hull North,507982,431612,-0.36316001,53.76968002,24897958.8093481,30238.5058185645
244,E14000773,Kingston upon Hull West and Hessle,507415,428279,-0.37292001,53.73984909,30828440.857238,35046.2652495166
245,E14000774,Kingswood,367363,172198,-2.47101998,51.44781113,43129428.108841,47403.8234355681
246,E14000775,Knowsley,343147,394435,-2.85739994,53.44361115,54198097.3028632,47373.8297353504
247,E14000776,Lancaster and Fleetwood,353827,456824,-2.70596004,54.00537109,490406620.217893,168936.876850814
248,E14000777,Leeds Central,431014,431345,-1.53085995,53.77753067,40955616.5497918,34566.0980316909
249,E14000778,Leeds East,435457,435028,-1.46301997,53.81034851,33684437.1347696,34351.7946191445
250,E14000779,Leeds North East,430948,438845,-1.53111005,53.84494019,39484522.8258228,33995.7852677956
251,E14000780,Leeds North West,423969,440852,-1.63701999,53.86334991,62122714.7988829,60813.0985106771
252,E14000781,Leeds West,425371,433988,-1.61626995,53.80158997,30245581.607966,36468.8082841377
253,E14000782,Leicester East,461961,305445,-1.08570004,52.64323044,23287403.249481,24888.3167385638
254,E14000783,Leicester South,458931,302341,-1.13102996,52.61566925,21183533.9394716,26265.6417305705
255,E14000784,Leicester West,456222,306111,-1.17039001,52.64984131,28871135.021698,28345.1274616709
256,E14000785,Leigh,365379,399156,-2.52323008,53.48797989,67062220.5894208,53490.3652341836
257,E14000786,Lewes,545745,107945,0.069178,50.85266113,373324325.188739,151707.968592815
258,E14000787,Lewisham East,538644,173593,-0.00637,51.44435883,14773173.2824147,31236.0316624192
259,E14000788,Lewisham West and Penge,536088,170861,-0.04418,51.42042923,15858029.1932768,23673.048134833
260,E14000789,"Lewisham, Deptford",537339,175928,-0.02423,51.4656601,12203129.2731788,23560.2060707439
261,E14000790,Leyton and Wanstead,539833,187830,0.016364,51.5719986,15311452.9527353,23357.7040670908
262,E14000791,Lichfield,412225,317506,-1.82029998,52.75503922,329065582.181179,121466.507686171
263,E14000792,Lincoln,495467,370186,-0.57163,53.22018051,63898412.7675298,52117.0865463771
264,E14000793,"Liverpool, Riverside",336390,388230,-2.95785999,53.38708115,33127302.8097878,33957.9890335959
265,E14000794,"Liverpool, Walton",336910,394442,-2.95128989,53.44297028,19765610.4118002,29940.8445279314
266,E14000795,"Liverpool, Wavertree",339023,390195,-2.91865993,53.40504837,17084991.0234896,25042.6507549595
267,E14000796,"Liverpool, West Derby",339745,393988,-2.90853,53.43922043,20619250.6777302,27360.7731158019
268,E14000797,Loughborough,453785,319805,-1.20418,52.7731781,130570206.371806,79258.3013213399
269,E14000798,Louth and Horncastle,535171,382507,0.0279,53.32226181,1401888525.77576,218421.204760124
270,E14000799,Ludlow,350065,287901,-2.73678994,52.48674011,1554921168.63436,343721.512747284
272,E14000801,Luton South,508555,220571,-0.42456001,51.87316132,55788275.1654229,40025.0712411526
273,E14000802,Macclesfield,390591,374746,-2.14252996,53.26963043,301738544.449181,100972.421950957
274,E14000803,Maidenhead,484373,178129,-0.78596997,51.49581146,183413798.940155,82348.3332443696
275,E14000804,Maidstone and The Weald,575796,149220,0.515706,51.21511078,223680627.083923,121657.221026585
276,E14000805,Makerfield,358209,402916,-2.63178992,53.52125168,55860156.4946362,54470.9426862479
277,E14000806,Maldon,588678,201762,0.72793001,51.68291855,433088301.423956,161639.834461159
278,E14000807,Manchester Central,386354,398829,-2.20710993,53.48601151,28464512.637384,37033.0165077473
279,E14000808,"Manchester, Gorton",386935,395086,-2.19819999,53.45238113,17280772.7362143,27660.2529089162
280,E14000809,"Manchester, Withington",384007,392132,-2.24214005,53.42575073,19313564.1960163,28138.1229194292
281,E14000810,Mansfield,455047,363637,-1.17804003,53.16703033,76696899.6315733,51090.8326010908
282,E14000811,Meon Valley,462539,119561,-1.11064994,50.97206879,402271232.745454,132250.591336628
283,E14000812,Meriden,418290,281451,-1.73240995,52.4307518,145563651.746942,101353.863069256
284,E14000813,Mid Bedfordshire,504718,239346,-0.47455999,52.04264069,457505461.868922,158446.590906686
285,E14000814,Mid Derbyshire,439737,341743,-1.40972996,52.97158813,92140105.1487309,88020.0173006082
286,E14000815,Mid Dorset and North Poole,391551,94607,-2.12111998,50.75099182,180269275.063363,111650.222768445
287,E14000816,Mid Norfolk,597388,311524,0.91756898,52.66550064,760347133.532201,171771.195735239
288,E14000817,Mid Sussex,527731,126921,-0.17994,51.02746964,188124420.001133,144847.658081493
289,E14000818,Mid Worcestershire,393275,253990,-2.09977007,52.18412018,440932252.514845,222367.371223809
290,E14000819,Middlesbrough,450286,518464,-1.22394001,54.55892944,29809902.8363967,31730.9303986472
291,E14000820,Middlesbrough South and East Cleveland,465116,516429,-0.99510998,54.5389595,199742292.122818,108229.039890673
292,E14000821,Milton Keynes North,486764,246259,-0.73449999,52.10786819,228791147.089181,80635.075641805
293,E14000822,Milton Keynes South,486551,236093,-0.74019003,52.01652908,79835640.8006045,61461.6339784755
294,E14000823,Mitcham and Morden,528027,168563,-0.16087,51.40164948,16445834.678605,27558.791093082
295,E14000824,Mole Valley,514427,147482,-0.36305001,51.21508026,369461638.047504,138810.185092067
296,E14000825,Morecambe and Lunesdale,353509,468965,-2.7126801,54.11444855,321090463.175975,146289.764771989
297,E14000826,Morley and Outwood,431161,425385,-1.52923,53.72396088,68613477.922161,66492.8382239354
298,E14000827,New Forest East,435181,105110,-1.50167,50.84444046,415662231.330014,114045.312410367
299,E14000828,New Forest West,418339,108094,-1.74073005,50.87205124,361246897.971749,157994.614553908
300,E14000829,Newark,475944,357675,-0.86691999,53.11088181,701589281.141931,201848.47227055
301,E14000830,Newbury,447318,172095,-1.32050002,51.44586945,596793836.908712,151490.602577118
302,E14000831,Newcastle upon Tyne Central,422342,565906,-1.65240002,54.98725128,24429696.261307,21617.7667950357
303,E14000832,Newcastle upon Tyne East,427215,565674,-1.57626998,54.98492813,19746297.8126864,23521.8461960966
304,E14000833,Newcastle upon Tyne North,421039,569925,-1.67246997,55.02341843,70941800.7678581,53369.97799331
305,E14000834,Newcastle-under-Lyme,380356,348791,-2.29438996,53.03604126,81108376.6752616,53541.272913001
306,E14000835,Newton Abbot,288933,74357,-3.56936002,50.55836868,209279120.812555,90381.3068601259
307,E14000836,"Normanton, Pontefract and Castleford",447021,422148,-1.28936994,53.69367981,86395012.1728076,69357.8009222839
308,E14000837,North Cornwall,212024,78838,-4.65642023,50.57894135,1210210021.53049,341058.964300825
309,E14000838,North Devon,265110,132524,-3.92690992,51.07612991,1105045264.41852,238471.706674465
310,E14000839,North Dorset,390177,113279,-2.14109993,50.91886902,880605651.718204,214467.416551874
311,E14000840,North Durham,423154,551799,-1.64084005,54.86045074,104171668.093979,67055.1463940638
